//コマンド,パラメータ1,パラメータ2,パラメータ3
POP,20,2,-13
POP,20,2,-15
POP,20,2,-17
POP,20,2,-19
POP,20,2,-21
POP,20,2,-23
POP,20,2,-25
POP,20,2,-27
POP,20,2,-29
POP,20,2,-31
POP,20,2,-33
POP,20,2,-35
POP,20,2,-37
POP,20,2,-39
POP,20,2,-41
POP,20,2,-43
POP,20,2,-45
POP,20,2,-47
POP,20,2,-49
POP,20,2,1
POP,20,2,3
POP,20,2,5
POP,20,2,7
POP,20,2,9
POP,20,2,11
POP,20,2,13
POP,20,2,15
POP,20,2,17
POP,20,2,19
POP,20,2,21
POP,20,2,23
POP,20,2,25
POP,20,2,27
POP,20,2,29
POP,20,2,31
POP,20,2,33
POP,20,2,35
POP,20,2,37
POP,20,2,39
POP,20,2,41
POP,20,2,43
POP,20,2,45
POP,20,2,47
POP,20,2,49
POP,20,2,51
POP,20,2,53
POP,20,2,55
POP,20,2,57
POP,20,2,59
POP,20,2,61
POP,20,2,63
POP,20,2,65
POP,20,2,67
POP,20,2,69
POP,20,2,71
POP,-20,2,-1
POP,-20,2,-3
POP,-20,2,-5
POP,-20,2,-7
POP,-20,2,-9
POP,-20,2,-11
POP,-20,2,-13
POP,-20,2,-15
POP,-20,2,-17
POP,-20,2,-19
POP,-20,2,-21
POP,-20,2,-23
POP,-20,2,-25
POP,-20,2,-27
POP,-20,2,-29
POP,-20,2,-31
POP,-20,2,-33
POP,-20,2,-35
POP,-20,2,-37
POP,-20,2,-39
POP,-20,2,-41
POP,-20,2,-43
POP,-20,2,-45
POP,-20,2,-47
POP,-20,2,-49
POP,-20,2,1
POP,-20,2,3
POP,-20,2,5
POP,-20,2,7
POP,-20,2,9
POP,-20,2,11
POP,-20,2,13
POP,-20,2,15
POP,-20,2,17
POP,-20,2,19
POP,-20,2,21
POP,-20,2,23
POP,-20,2,25
POP,-20,2,27
POP,-20,2,29
POP,-20,2,31
POP,-20,2,33
POP,-20,2,35
POP,-20,2,37
POP,-20,2,39
POP,-20,2,41
POP,-20,2,43
POP,-20,2,45
POP,-20,2,47
POP,-20,2,49
POP,-20,2,51
POP,-20,2,53
POP,-20,2,55
POP,-20,2,57
POP,-20,2,59
POP,-20,2,61
POP,-20,2,63
POP,-20,2,65
POP,-20,2,67
POP,-20,2,69
POP,-20,2,71
POP,-18,2,-37
POP,-16,2,-37
POP,-14,2,-37
POP,-12,2,-37
POP,-10,2,-37
POP,-8,2,-37
POP,-6,2,-37
POP,-4,2,-37
POP,-2,2,-37
POP,0,2,-37
POP,2,2,-37
POP,4,2,-37
POP,6,2,-37
POP,8,2,-37
POP,10,2,-37
POP,12,2,-37
POP,-18,2,-35
POP,-16,2,-35
POP,-14,2,-35
POP,-12,2,-35
POP,-10,2,-35
POP,-8,2,-35
POP,-6,2,-35
POP,-4,2,-35
POP,-2,2,-35
POP,0,2,-35
POP,2,2,-35
POP,4,2,-35
POP,6,2,-35
POP,8,2,-35
POP,10,2,-35
POP,12,2,-35
POP,-18,2,-11
POP,-16,2,-11
POP,-14,2,-11
POP,-12,2,-11
POP,-10,2,-11
POP,-8,2,-11
POP,-6,2,-11
POP,-18,2,-13
POP,-16,2,-13
POP,-14,2,-13
POP,-12,2,-13
POP,-10,2,-13
POP,-8,2,-13
POP,-6,2,-13
POP,-18,2,-15
POP,-16,2,-15
POP,-14,2,-15
POP,-12,2,-15
POP,-10,2,-15
POP,-8,2,-15
POP,-6,2,-15
POP,2,2,-11
POP,4,2,-11
POP,6,2,-11
POP,8,2,-11
POP,10,2,-11
POP,12,2,-11
POP,14,2,-11
POP,16,2,-11
POP,18,2,-11
POP,2,2,-13
POP,4,2,-13
POP,6,2,-13
POP,8,2,-13
POP,10,2,-13
POP,12,2,-13
POP,14,2,-13
POP,16,2,-13
POP,18,2,-13
POP,2,2,-15
POP,4,2,-15
POP,6,2,-15
POP,8,2,-15
POP,10,2,-15
POP,12,2,-15
POP,14,2,-15
POP,16,2,-15
POP,18,2,-15
POP,-18,2,9
POP,-16,2,9
POP,-14,2,9
POP,-12,2,9
POP,-10,2,9
POP,-8,2,9
POP,-6,2,9
POP,-4,2,9
POP,-2,2,9
POP,0,2,9
POP,8,2,9
POP,10,2,9
POP,12,2,9
POP,14,2,9
POP,16,2,9
POP,18,2,9
POP,-18,2,59
POP,-16,2,59
POP,-14,2,59
POP,-12,2,59
POP,-10,2,59
POP,-8,2,59
POP,-6,2,59
POP,-4,2,59
POP,-2,2,59
POP,0,2,59
POP,2,2,59
POP,4,2,59
POP,6,2,59
POP,8,2,59
POP,10,2,59
POP,12,2,59
POP,14,2,59
POP,16,2,59
POP,18,2,59
